ID,Source,Section,Line,SourceRole,SourceStatus,OriginalText
SRC-0090,docs/abnahmeberichte/fahrzeug-schiebetuer-korrektur-2026-09-24.md,Abnahmebericht – Fahrzeugbild: Schiebetür-/Hinterradkorrektur / Nicht Bestandteil und offene Schritte,39,acceptance-evidence,Open/Blocked (source wording),"Der Design-Guide ist inhaltlich unverändert. Die Korrektur ist weder eine allgemeine Freigabe für weitere KI-Bildbearbeitung noch ein Live-Nachweis. Der Satz zur offenen Commit-/Push-Stufe in der früheren Matrix wurde durch den dokumentierten Stand `9befff7` ersetzt; die Live-Stufe bleibt offen. Vor einem Rollout sind die lokale Webroute und die vorgeschriebenen Release-Prüfungen auszuführen; anschließend muss exakt der gepushte Commit auf `vanventure.at` ausgerollt sowie `/healthz`, die Fahrzeugroute und das sichtbar gerenderte Bild live geprüft werden."
SRC-0091,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026,3,acceptance-evidence,Not explicit,Der verbindliche Status steht im [Gesamtplan](../ausbauplan.md).
SRC-0092,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026 / Auftrag und Quelle,7,acceptance-evidence,Not explicit,"Nutzerauftrag vom 25. September 2026: Das erkennbare VanVenture-Logo soll im Browser, bei Favoriten und nach Möglichkeit in Suchergebnissen erscheinen. Basis ist `assets/vanventure-logo-transparent.png`, das bereits als Projektdatei vorlag. Das Fotoarchiv wurde weder gelesen noch beschrieben. Es entstand keine KI-Bildableitung und keine Änderung an einem Reisefoto. Die vorhandene Logo-Gestaltung wurde beibehalten und für die Icon-Größen skaliert. SHA-256 der unveränderten Logoquelle: `79b9544a8db2f2e04a943677268819a4e4bc45e3c69fc48633211720f11239de`."
SRC-0093,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026 / Auftrag und Quelle,16,acceptance-evidence,Not explicit,"Gelesene Regelquellen im lokalen Stand `04ea38e65d32c114f5c7febcef464b522279b55d`: `AGENTS.md`, `docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md`, `docs/design-guide.md`, `docs/responsive-templates.md`, `C:\Users\helmu\.codex\skills\photo-archive-safety\SKILL.md` sowie `docs/betrieb.md`. Der Nutzerauftrag genehmigt die Logo-Einbindung und nötige Größenbearbeitung. Die bestehende Header-Logo-Datei bleibt unverändert."
SRC-0094,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026 / Nachweismatrix,25,acceptance-evidence,Not explicit,| Anforderung | Quelle und Umsetzung | Prüfung | Ergebnis |
SRC-0095,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026 / Nachweismatrix,27,acceptance-evidence,Not explicit,| Wiedererkennbares Logo | Bestehendes transparentes Patchlogo → `tools/build-favicons.py` → quadratische ICO-/PNG-Dateien | PNG 96 px und ICO 16 px visuell geprüft; ICO enthält 16/32/48 px | Lokal bestanden; kleine Schrift bei 16 px technisch nicht lesbar |
SRC-0096,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026 / Nachweismatrix,28,acceptance-evidence,Not explicit,"| Browser und Favoriten | Stabile `/favicon.ico`, zusätzliche 96-px-PNG; zentrale SEO-Ausgabe für alle 7 indexierten öffentlichen Seiten | HTML-Links, Dateizugriff und korrekten MIME-Typ im lokalen Server-Integrationstest geprüft | Lokal bestanden |"
SRC-0097,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026 / Nachweismatrix,29,acceptance-evidence,Not explicit,| Mobile Verknüpfungen | 180-px-Apple-Icon und Webmanifest mit 192-/512-px-Icon | Manifest und Dateizugriff im lokalen Server-Integrationstest geprüft | Lokal bestanden |
SRC-0098,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026 / Nachweismatrix,30,acceptance-evidence,Not explicit,"| Google und andere Suchmaschinen | Icon-Verweis im Startseiten-Head, quadratische 96-px-PNG unter stabiler, crawlbarer URL | Live-Head, HTTP 200, Robots und Icon-Abruf geprüft | Technisch live bestanden; tatsächliche Anzeige durch Suchdienste offen |"
SRC-0099,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026 / Nachweismatrix,31,acceptance-evidence,Done/Existing (source wording; verify),"| Produktionsauslieferung | Docker-Image enthält alle Icon-Dateien; Webserver erlaubt ICO, PNG und Manifest mit MIME-Typ | Image-Dateien, `/healthz`, Startseite und Icon-Routen live geprüft | Live bestanden |"
SRC-0100,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026 / Status und Grenzen,35,acceptance-evidence,Not explicit,"Lokale Prüfung: 31/31 Node-Tests bestanden, einschließlich des neuen Server-Routentests; Planabgleich 26/26 Quellen; strenger Bildbestandsaudit 80/80 referenzierte Webvarianten ohne Fehler; `git diff --check` ohne Inhaltsfehler. `npm run check:release` konnte lokal nicht vollständig laufen, weil die Docker-Desktop-Engine auf diesem Rechner nicht erreichbar ist. Der imagebezogene Compose-/Health-Vorcheck wurde vor dem Umschalten auf dem Produktionshost erfolgreich durchgeführt."
SRC-0101,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026 / Produktionsrelease und Live-Prüfung,45,acceptance-evidence,Not explicit,"Der lokal geprüfte Commit `01de847ea8150716e10c51976ffb922793a8bc50` wurde nach `origin/main` gepusht. Das unveränderte Git-Archiv wurde mit SHA-256 `ccfc38ed948cd4837aea2fb82dfba6ddf607af9a20f428f2faa521eda563d0e8` auf dem Host geprüft und unter `/opt/vanventure/releases/01de847ea8150716e10c51976ffb922793a8bc50/source` entpackt. `sh deploy/release-check.sh --stateless` bestand vor dem Wechsel; ein Datenbankdump war für diese zustandslose Icon- und Head-Änderung nicht erforderlich. Das neue Web-Image wurde aus genau diesem Archiv gebaut und vor dem Umschalten auf die Icon-Dateien, den Startseitenverweis und die zentrale Routendatei geprüft. Nur der Webdienst wurde neu gestartet. PostgreSQL und Caddy liefen weiter."
SRC-0102,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026 / Produktionsrelease und Live-Prüfung,58,acceptance-evidence,Not explicit,"Live lieferten [Startseite](https://vanventure.at/), [Kajak](https://vanventure.at/kajak.html), [Scott](https://vanventure.at/scott-mountainbike.html), [Favicon](https://vanventure.at/favicon.ico), [Suchmaschinen-PNG](https://vanventure.at/favicon-96x96.png), [Touch-Icon](https://vanventure.at/apple-touch-icon.png) und [Manifest](https://vanventure.at/site.webmanifest) HTTP 200; `/healthz` bestand. ICO und 96-px-PNG stimmten bytegenau mit den lokal geprüften Dateien überein. Die öffentlichen MIME-Typen wurden von außen geprüft: `image/x-icon`, `image/png` und `application/manifest+json`. `robots.txt` erlaubt das Crawling. Chrome lud die Startseite und deren Touch-/Manifest- Verweise; die Codex-Browsererweiterung überlagert das Tab-Symbol in ihrer eigenen Ansicht, daher ist deren sichtbare Tab-Darstellung kein unabhängiger Nachweis des unveränderten Browser-Favicons. Alle Remote-Sitzungen sind geschlossen."
SRC-0103,docs/abnahmeberichte/favicon-2026-09-25.md,VanVenture-Favicon – Abnahme vom 25. September 2026 / Produktionsrelease und Live-Prüfung,74,acceptance-evidence,Not explicit,Ein Suchdienst kann das Icon erst nach erneutem Crawling übernehmen und seine Darstellung selbst bestimmen. Eine sofortige Anzeige in jedem Suchergebnis kann die Website nicht erzwingen. Echte Mobilgeräte und alle Suchdienste sind nicht Teil der lokalen Prüfung.
SRC-0104,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags,3,acceptance-evidence,Open/Blocked (source wording),"Stand: 23. September 2026 Prüfgegenstand: Dokumentations- und Regelkonsolidierung des Gesamtauftrags für VanVenture, nicht der noch offene technische Template-Umbau."
SRC-0105,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags,7,acceptance-evidence,Not explicit,"Versionsbezug: Arbeitsstand auf Git-Basis `500421e` mit den in diesem Bericht genannten, noch nicht eingecheckten Dokumentationsänderungen. Der Prüflauf wurde gegen genau diesen Arbeitsstand ausgeführt."
SRC-0106,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags,11,acceptance-evidence,Not explicit,Der [Ausbauplan](../ausbauplan.md) bleibt die einzige aktive Arbeitsliste. Der [konsolidierte Gesamtauftrag](../vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md) ist die maßgebliche Prozess- und Nachweisspezifikation. Die [Template-Spezifikation](../responsive-templates.md) bleibt für Architektur und Templates maßgeblich; der [Design Guide](../design-guide.md) ausschließlich für freigegebene Gestaltung.
SRC-0107,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Zugrunde gelegte Regeln und Quellen,20,acceptance-evidence,Not explicit,| Quelle | Rolle im Prüflauf | Stand |
SRC-0108,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Zugrunde gelegte Regeln und Quellen,22,acceptance-evidence,Not explicit,"| `AGENTS.md` | Projektlokale Lesepflicht, Release- und Bildregeln | gelesen, ergänzt |"
SRC-0109,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Zugrunde gelegte Regeln und Quellen,23,acceptance-evidence,Not explicit,"| `docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md` | Gesamtauftrag, Originalschutz, Freigaben, Nachweise | als maßgeblich übernommen |"
SRC-0110,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Zugrunde gelegte Regeln und Quellen,24,acceptance-evidence,Not explicit,| `docs/responsive-templates.md` | technische Template-Spezifikation | auf den Gesamtauftrag verwiesen |
SRC-0111,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Zugrunde gelegte Regeln und Quellen,25,acceptance-evidence,Not explicit,"| `docs/design-guide.md` | freigegebene Gestaltung V1 | Freigabeprozess präzisiert, keine visuelle Regel geändert |"
SRC-0112,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Zugrunde gelegte Regeln und Quellen,26,acceptance-evidence,Not explicit,| `C:\Users\helmu\.codex\skills\photo-archive-safety\SKILL.md` | Schutz des Originalarchivs bei Bildaufgaben | gelesen; in diesem Lauf keine Bilddatei verwendet |
SRC-0113,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Nachweismatrix dieses Änderungslaufs,30,acceptance-evidence,Not explicit,| Kennung | Vorgabe und Umfang | Umsetzung / Beleg | Prüfmethode | Ergebnis |
SRC-0114,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Nachweismatrix dieses Änderungslaufs,32,acceptance-evidence,Not explicit,"| GO-01 | Eine konsolidierte, projektlokale Gesamtvorgabe ohne konkurrierenden aktiven Plan | Gesamtauftrag als Prozessquelle markiert; Ausbauplan bleibt einzige Arbeitsliste; Planregister ergänzt | Node-Testlauf unten | BESTANDEN |"
SRC-0115,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Nachweismatrix dieses Änderungslaufs,33,acceptance-evidence,Not explicit,"| GO-02 | Nur VanVenture-Regeln, mit Lesepflicht zu Gesamtauftrag, Template-Spezifikation und Design Guide | `AGENTS.md` enthält die projektlokale Lesepflicht und keine Änderung an globalen Codex-Anweisungen | Konsistenztest und Dateiabgleich | BESTANDEN |"
SRC-0116,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Nachweismatrix dieses Änderungslaufs,34,acceptance-evidence,Not explicit,"| GO-03 | Neue Designregeln/Ausnahmen nur nach ausdrücklicher Freigabe; freigegebene Regeln ohne Wiederholung umsetzen | Freigabeprozess in `AGENTS.md`, Gesamtauftrag, Template-Spezifikation und Design Guide abgeglichen | Konsistenztest | BESTANDEN |"
SRC-0117,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Nachweismatrix dieses Änderungslaufs,35,acceptance-evidence,Not explicit,"| GO-04 | Startseite behält eigenes Layout, unterliegt aber Bild-, Originalschutz- und Prüfpflicht | In Gesamtauftrag und Template-Spezifikation ausdrücklich festgeschrieben | Konsistenztest | BESTANDEN |"
SRC-0118,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Nachweismatrix dieses Änderungslaufs,36,acceptance-evidence,Not explicit,| GO-05 | Technischer Originalschutz und Bildnachweise als verpflichtender Umsetzungsgate | Verbindlich in Abschnitt 10 des Gesamtauftrags; die projektlokale Bild-Skill-Pflicht bleibt erhalten | Text- und Referenzprüfung | BESTANDEN – Regelverankerung |
SRC-0119,docs/abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md,Abnahmebericht – Übernahme des Gesamtauftrags / Nachweismatrix dieses Änderungslaufs,37,acceptance-evidence,Open/Blocked (source wording),"| GO-06 | Tatsächliche technische Schreibgrenzen, Bildmanifest und vollständiger Vorher-/Nachher-Abgleich | Nicht in diesem reinen Dokumentationslauf ausgeführt; keine Originale, Projektkopien oder Derivate berührt | Nicht anwendbar auf diesen Lauf; für jede spätere Bildarbeit vorab durchzuführen | NICHT GEPRÜFT |"
