AtomicID,SourceID,Source,Line,Clause,OriginalFullTextRef,PlanningMapping,PlanningCoverage,ImplementationStatus,ImplementationNote,AtomicityReview,ReviewClassification,RequirementID,SuccessorIDs,RequirementText,ConcreteTarget,SemanticResult,ReviewReason,OpenQuestion,ReviewedSourceSHA256,ReviewPackage,BlockCoverageCheck
SRC-0015.b,SRC-0015,AGENTS.md,66,"Close every SSH session, deployment shell, tunnel, and background helper immediately after verification.",traceability-matrix.csv#SRC-0015,constraint-register.md#src-0015,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Project rule / constraint,SRC-0015.b,,"Close every SSH session, deployment shell, tunnel, and background helper immediately after verification.",constraint-register.md#src-0015,Complete planning target checked against source condition and exception,"Requires closing all remote sessions, tunnels and helpers immediately after verification.",,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0015.c,SRC-0015,AGENTS.md,66,Do not leave an interactive or persistent remote session open between tasks;,traceability-matrix.csv#SRC-0015,constraint-register.md#src-0015,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Project rule / constraint,SRC-0015.c,,Do not leave an interactive or persistent remote session open between tasks; every later task opens its own short-lived connection.,constraint-register.md#src-0015,Complete planning target checked against source condition and exception,Forbids persistent interactive remote sessions between tasks.,,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0015.d,SRC-0015,AGENTS.md,66,every later task opens its own short-lived connection.,traceability-matrix.csv#SRC-0015,constraint-register.md#src-0015,Merged,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Merged fragment,SRC-0015.c,SRC-0015.c,,SRC-0015.c,Condition or exception retained in canonical requirement,"Requires a new short-lived connection for later tasks, part of the no-persistent-session rule.",,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0016.a,SRC-0016,AGENTS.md,76,"- `E:\_fotos_original` and the user-specified `E:\_fotos\_original` are strictly read-only, including every subfolder and file.",traceability-matrix.csv#SRC-0016,constraint-register.md#src-0016,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Project rule / constraint,SRC-0016.a,,"- `E:\_fotos_original` and the user-specified `E:\_fotos\_original` are strictly read-only, including every subfolder and file.",constraint-register.md#src-0016,Complete planning target checked against source condition and exception,Protects both named original-photo archive paths and every descendant as read-only.,,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0017.a,SRC-0017,AGENTS.md,77,"- Never modify, rename, move, delete, overwrite, retouch, or write metadata or generated files anywhere in these archives.",traceability-matrix.csv#SRC-0017,constraint-register.md#src-0017,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Project rule / constraint,SRC-0017.a,,"- Never modify, rename, move, delete, overwrite, retouch, or write metadata or generated files anywhere in these archives.",constraint-register.md#src-0017,Complete planning target checked against source condition and exception,"Enumerates all prohibited archive mutations, including metadata and generated files.",,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0018.a,SRC-0018,AGENTS.md,78,- Copy selected source photos into the project first.,traceability-matrix.csv#SRC-0018,constraint-register.md#src-0018,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Project rule / constraint,SRC-0018.a,,- Copy selected source photos into the project first.,constraint-register.md#src-0018,Complete planning target checked against source condition and exception,Requires copying selected source photos into the project before work.,,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0018.b,SRC-0018,AGENTS.md,78,Perform all subsequent processing only on project copies.,traceability-matrix.csv#SRC-0018,constraint-register.md#src-0018,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Project rule / constraint,SRC-0018.b,,Perform all subsequent processing only on project copies.,constraint-register.md#src-0018,Complete planning target checked against source condition and exception,Confines later processing to project copies.,,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0019.a,SRC-0019,AGENTS.md,79,- Preserve an unchanged project copy of each selected original and record its source path.,traceability-matrix.csv#SRC-0019,constraint-register.md#src-0019,Split,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Split parent,,"SRC-0019.a1,SRC-0019.a2",,"SRC-0019.a1,SRC-0019.a2",Two independently testable duties traced to successors,Combines two independently auditable provenance duties: unchanged copy and source path.,,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0020.a,SRC-0020,AGENTS.md,80,- The shared archive's Windows ACL remains unchanged by VanVenture work.,traceability-matrix.csv#SRC-0020,constraint-register.md#src-0020,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Project rule / constraint,SRC-0020.a,,- The shared archive's Windows ACL remains unchanged by VanVenture work.,constraint-register.md#src-0020,Complete planning target checked against source condition and exception,Forbids VanVenture work from changing the shared archive Windows ACL.,,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0020.b,SRC-0020,AGENTS.md,80,Enforce read-only archive access in the isolated project workflow;,traceability-matrix.csv#SRC-0020,constraint-register.md#src-0020,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Project rule / constraint,SRC-0020.b,,Enforce read-only archive access in the isolated project workflow;,constraint-register.md#src-0020,Complete planning target checked against source condition and exception,Requires isolated read-only archive access in the project workflow.,,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0020.c,SRC-0020,AGENTS.md,80,reject overwriting an unchanged project copy and verify source/copy checksums.,traceability-matrix.csv#SRC-0020,constraint-register.md#src-0020,Split,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Split parent,,"SRC-0020.c1,SRC-0020.c2",,"SRC-0020.c1,SRC-0020.c2",Two independently testable duties traced to successors,Combines an overwrite guard and source/copy checksum verification.,,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0021.a,SRC-0021,AGENTS.md,86,"- Bei jeder Aufgabe, bei der Bilder für vanventure.at ausgewählt, bearbeitet, zugeschnitten, optimiert, exportiert, eingebunden, ersetzt oder veröffentlicht werden, muss der Bild-Skill [`C:\Users\helmu\.codex\skills\photo-archive-safety\SKILL.md`](C:\Users\helmu\.codex\skills\photo-archive-safety\SKILL.md) gelesen und angewendet werden.",traceability-matrix.csv#SRC-0021,constraint-register.md#src-0021,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Project rule / constraint,SRC-0021.a,,"- Bei jeder Aufgabe, bei der Bilder für vanventure.at ausgewählt, bearbeitet, zugeschnitten, optimiert, exportiert, eingebunden, ersetzt oder veröffentlicht werden, muss der Bild-Skill [`C:\Users\helmu\.codex\skills\photo-archive-safety\SKILL.md`](C:\Users\helmu\.codex\skills\photo-archive-safety\SKILL.md) gelesen und angewendet werden. Die Anwendung erfolgt ohne zusätzliche Erinnerung durch den Nutzer. Diese Pflicht gilt auch, wenn die Bildarbeit nur Teil einer größeren Aufgabe ist, etwa beim Erstellen eines Reiseberichts oder beim Überarbeiten einer Seite.",constraint-register.md#src-0021,Complete planning target checked against source condition and exception,Requires the named photo safety skill for every listed VanVenture image operation.,,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0021.b,SRC-0021,AGENTS.md,86,Die Anwendung erfolgt ohne zusätzliche Erinnerung durch den Nutzer.,traceability-matrix.csv#SRC-0021,constraint-register.md#src-0021,Merged,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Merged fragment,SRC-0021.a,SRC-0021.a,,SRC-0021.a,Condition or exception retained in canonical requirement,"Makes that skill obligation automatic, without user reminder.",,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
SRC-0021.c,SRC-0021,AGENTS.md,86,"Diese Pflicht gilt auch, wenn die Bildarbeit nur Teil einer größeren Aufgabe ist, etwa beim Erstellen eines Reiseberichts oder beim Überarbeiten einer Seite.",traceability-matrix.csv#SRC-0021,constraint-register.md#src-0021,Merged,Unverified / unknown,Source status only; code/live state not independently verified,Semantic review evidenced in PKG-001,Merged fragment,SRC-0021.a,SRC-0021.a,,SRC-0021.a,Condition or exception retained in canonical requirement,Extends the same obligation to image work inside larger assignments.,,71703547875072eb8ab3b24e8b54711eb14d28f63c6aaae1e61927d415223df0,PKG-001,Full source block reread; original candidate clauses rejoin exactly
